images,values
images/005143.png,0.991
images/005144.png,0.942
images/005145.png,0.953
images/005146.png,0.94
images/005147.png,0.906
images/005148.png,0.901
images/005149.png,0.917
images/005150.png,0.909
images/005151.png,0.979
images/005152.png,0.951
images/005153.png,0.944
images/005154.png,1.0
images/005155.png,0.898
images/005156.png,0.967
images/005157.png,0.948
images/005158.png,1.013
images/005159.png,0.991
images/005160.png,0.914
images/005161.png,0.993
images/005162.png,0.897
images/005163.png,1.114
images/005164.png,1.023
images/005165.png,0.932
images/005166.png,1.056
images/005167.png,1.077
images/005168.png,0.936
images/005169.png,0.949
images/005170.png,0.916
images/005171.png,0.897
images/005172.png,0.862
images/005173.png,1.013
images/005174.png,0.98
images/005175.png,0.888
images/005176.png,0.985
images/005177.png,0.898
images/005178.png,0.934
images/005179.png,0.967
images/005180.png,0.946
images/005181.png,0.996
images/005182.png,0.945
images/005183.png,0.942
images/005184.png,0.898
images/005185.png,0.903
images/005186.png,0.932
images/005187.png,0.913
images/005188.png,0.924
images/005189.png,0.949
images/005190.png,0.927
images/005191.png,0.954
images/005192.png,1.048
images/005193.png,1.102
images/005194.png,0.989
images/005195.png,0.888
images/005196.png,0.887
images/005197.png,0.931
images/005198.png,0.969
images/005199.png,0.941
images/005200.png,0.942
images/005201.png,0.813
images/005202.png,1.0
images/005203.png,0.974
images/005204.png,1.299
images/005205.png,1.057
images/005206.png,1.226
images/005207.png,1.202
images/005208.png,1.281
images/005209.png,0.884
images/005210.png,0.904
images/005211.png,0.906
images/005212.png,0.906
images/005213.png,0.906
images/005214.png,0.998
images/005215.png,0.913
images/005216.png,0.904
images/005217.png,0.875
images/005218.png,0.895
images/005219.png,0.975
images/005220.png,0.974
images/005221.png,1.076
images/005222.png,0.957
images/005223.png,0.902
images/005224.png,1.0
images/005225.png,0.875
images/005226.png,1.0
images/005227.png,0.854
images/005228.png,0.842
images/005229.png,0.883
images/005230.png,0.863
images/005231.png,0.898
images/005232.png,0.9
images/005233.png,0.955
images/005234.png,0.901
images/005235.png,0.976
images/005236.png,0.921
images/005237.png,0.92
images/005238.png,0.87
images/005239.png,1.049
images/005240.png,0.887
images/005241.png,5.00001
images/005242.png,5.00001
images/005243.png,5.00001
images/005244.png,5.00001
images/005245.png,5.00001
images/005246.png,5.00001
images/005247.png,5.00001
images/005248.png,5.00001
images/005249.png,5.00001
images/005250.png,5.00001
images/005251.png,5.00001
images/005252.png,5.00001
images/005253.png,5.00001
images/005254.png,5.00001
images/005255.png,5.00001
images/005256.png,5.00001
images/005257.png,5.00001
images/005258.png,5.00001
images/005259.png,5.00001
images/005260.png,5.00001
images/005261.png,5.00001
images/005262.png,5.00001
images/005263.png,5.00001
images/005264.png,5.00001
images/005265.png,5.00001
images/005266.png,5.00001
images/005267.png,5.00001
images/005268.png,5.00001
images/005269.png,5.00001
images/005270.png,5.00001
images/005271.png,5.00001
images/005272.png,5.00001
images/005273.png,5.00001
images/005274.png,5.00001
images/005275.png,5.00001
images/005276.png,5.00001
images/005277.png,5.00001
images/005278.png,5.00001
images/005279.png,5.00001
images/005280.png,5.00001
images/005281.png,5.00001
images/005282.png,5.00001
images/005283.png,5.00001
images/005284.png,5.00001
images/005285.png,3.375
images/005286.png,3.875
images/005287.png,5.00001
images/005288.png,5.00001
images/005289.png,5.00001
images/005290.png,5.00001
images/005291.png,5.00001
images/005292.png,5.00001
images/005293.png,5.00001
images/005294.png,5.00001
images/005295.png,5.00001
images/005296.png,5.00001
images/005297.png,3.5
images/005298.png,5.00001
images/005299.png,3.5
images/005300.png,3.5
images/005301.png,5.0
images/005302.png,5.00001
images/005303.png,5.00001
images/005304.png,5.00001
images/005305.png,5.00001
images/005306.png,5.00001
images/005307.png,5.00001
images/005308.png,5.0
images/005309.png,3.167
images/005310.png,5.00001
images/005311.png,5.00001
images/005312.png,5.00001
images/005313.png,5.00001
images/005314.png,5.00001
images/005315.png,5.00001
images/005316.png,5.00001
images/005317.png,5.00001
images/005318.png,5.00001
images/005319.png,5.00001
images/005320.png,5.00001
images/005321.png,5.00001
images/005322.png,4.773
images/005323.png,3.05
images/005324.png,5.00001
images/005325.png,4.947
images/005326.png,1.813
images/005327.png,2.833
images/005328.png,2.775
images/005329.png,4.1
images/005330.png,2.75
images/005331.png,3.375
images/005332.png,2.688
images/005333.png,3.938
images/005334.png,3.25
images/005335.png,3.6
images/005336.png,4.208
images/005337.png,3.481
images/005338.png,3.602
images/005339.png,3.0
images/005340.png,3.363
images/005341.png,2.25
images/005342.png,3.5
images/005343.png,3.478
images/005344.png,4.851
images/005345.png,4.098
images/005346.png,4.275
images/005347.png,5.00001
images/005348.png,5.00001
images/005349.png,5.00001
images/005350.png,5.00001
images/005351.png,5.00001
images/005352.png,5.00001
images/005353.png,5.00001
images/005354.png,5.00001
images/005355.png,5.00001
images/005356.png,4.125
images/005357.png,5.00001
images/005358.png,5.00001
images/005359.png,4.6
images/005360.png,5.00001
images/005361.png,5.00001
images/005362.png,5.00001
images/005363.png,5.00001
images/005364.png,5.00001
images/005365.png,5.00001
images/005366.png,4.613
images/005367.png,5.00001
images/005368.png,5.00001
images/005369.png,5.00001
images/005370.png,2.077
images/005371.png,2.542
images/005372.png,3.404
images/005373.png,3.091
images/005374.png,2.716
images/005375.png,2.375
images/005376.png,3.404
images/005377.png,3.083
images/005378.png,2.325
images/005379.png,3.194
images/005380.png,3.194
images/005381.png,3.728
images/005382.png,3.273
images/005383.png,3.0
images/005384.png,1.844
images/005385.png,3.667
images/005386.png,2.813
images/005387.png,3.2
images/005388.png,0.55
images/005389.png,2.75
images/005390.png,2.221
images/005391.png,2.309
images/005392.png,2.028
images/005393.png,1.43
images/005394.png,1.857
images/005395.png,3.333
images/005396.png,2.894
images/005397.png,4.273
images/005398.png,3.736
images/005399.png,3.408
images/005400.png,3.727
images/005401.png,3.442
images/005402.png,3.524
images/005403.png,3.467
images/005404.png,3.576
images/005405.png,3.31
images/005406.png,3.438
images/005407.png,3.181
images/005408.png,3.539
images/005409.png,3.509
images/005410.png,3.86
images/005411.png,4.0
images/005412.png,4.188
images/005413.png,4.401
images/005414.png,3.543
images/005415.png,4.058
images/005416.png,5.00001
images/005417.png,4.898
images/005418.png,4.657
images/005419.png,5.00001
images/005420.png,5.00001
images/005421.png,5.00001
images/005422.png,3.743
images/005423.png,4.636
images/005424.png,3.408
images/005425.png,4.141
images/005426.png,3.947
images/005427.png,4.5
images/005428.png,3.07
images/005429.png,3.488
images/005430.png,3.019
images/005431.png,3.1
images/005432.png,2.25
images/005433.png,3.155
images/005434.png,4.201
images/005435.png,3.94
images/005436.png,4.125
images/005437.png,4.466
images/005438.png,5.00001
images/005439.png,4.2
images/005440.png,3.622
images/005441.png,3.558
images/005442.png,3.347
images/005443.png,3.213
images/005444.png,3.24
images/005445.png,2.431
images/005446.png,3.243
images/005447.png,3.354
images/005448.png,3.442
images/005449.png,4.586
images/005450.png,3.109
images/005451.png,3.431
images/005452.png,3.456
images/005453.png,3.267
images/005454.png,3.469
images/005455.png,2.972
images/005456.png,2.875
images/005457.png,2.635
images/005458.png,2.357
images/005459.png,3.214
images/005460.png,3.058
images/005461.png,3.0
images/005462.png,2.85
images/005463.png,2.393
images/005464.png,4.25
images/005465.png,3.875
images/005466.png,4.143
images/005467.png,4.125
images/005468.png,3.587
images/005469.png,2.675
images/005470.png,5.00001
images/005471.png,3.5
images/005472.png,3.632
images/005473.png,3.347
images/005474.png,3.359
images/005475.png,3.258
images/005476.png,3.72
images/005477.png,3.483
images/005478.png,3.458
images/005479.png,3.267
images/005480.png,3.25
images/005481.png,3.39
images/005482.png,3.038
images/005483.png,3.606
images/005484.png,4.667
images/005485.png,5.00001
images/005486.png,5.00001
images/005487.png,5.00001
images/005488.png,3.431
images/005489.png,4.208
images/005490.png,5.00001
images/005491.png,5.00001
images/005492.png,5.00001
images/005493.png,5.00001
images/005494.png,5.00001
images/005495.png,3.218
images/005496.png,2.72
images/005497.png,2.712
images/005498.png,2.763
images/005499.png,2.875
images/005500.png,2.846
images/005501.png,3.24
images/005502.png,3.517
images/005503.png,3.2
images/005504.png,3.029
images/005505.png,3.669
images/005506.png,4.5
images/005507.png,3.013
images/005508.png,3.039
images/005509.png,2.15
images/005510.png,2.489
images/005511.png,2.638
images/005512.png,2.655
images/005513.png,2.761
images/005514.png,2.767
images/005515.png,3.072
images/005516.png,3.572
images/005517.png,3.626
images/005518.png,3.614
images/005519.png,3.459
images/005520.png,3.508
images/005521.png,3.407
images/005522.png,3.294
images/005523.png,3.16
images/005524.png,3.318
images/005525.png,2.857
images/005526.png,3.872
images/005527.png,3.635
images/005528.png,3.636
images/005529.png,3.56
images/005530.png,3.659
images/005531.png,3.523
images/005532.png,3.652
images/005533.png,3.659
images/005534.png,4.22
images/005535.png,5.00001
images/005536.png,5.00001
images/005537.png,5.00001
images/005538.png,5.00001
images/005539.png,3.561
images/005540.png,2.832
images/005541.png,4.112
images/005542.png,4.321
images/005543.png,4.566
images/005544.png,4.348
images/005545.png,4.563
images/005546.png,3.772
images/005547.png,3.307
images/005548.png,2.878
images/005549.png,2.945
images/005550.png,2.99
images/005551.png,4.0
images/005552.png,1.875
images/005553.png,2.476
images/005554.png,3.033
images/005555.png,2.667
images/005556.png,2.844
images/005557.png,2.896
images/005558.png,5.00001
images/005559.png,5.00001
images/005560.png,5.00001
images/005561.png,1.759
images/005562.png,1.596
images/005563.png,1.62
images/005564.png,1.564
images/005565.png,1.512
images/005566.png,1.628
images/005567.png,1.797
images/005568.png,2.328
images/005569.png,1.841
images/005570.png,2.006
images/005571.png,2.387
images/005572.png,2.302
images/005573.png,2.513
images/005574.png,2.222
images/005575.png,2.167
images/005576.png,2.396
images/005577.png,2.324
images/005578.png,2.0
images/005579.png,2.402
images/005580.png,2.263
images/005581.png,2.234
images/005582.png,2.136
images/005583.png,1.844
images/005584.png,1.759
images/005585.png,2.827
images/005586.png,2.683
images/005587.png,2.333
images/005588.png,2.353
images/005589.png,2.033
images/005590.png,2.242
images/005591.png,3.041
images/005592.png,1.711
images/005593.png,1.631
images/005594.png,1.815
images/005595.png,1.28
images/005596.png,1.313
images/005597.png,1.875
images/005598.png,1.777
images/005599.png,1.823
images/005600.png,1.846
images/005601.png,1.655
images/005602.png,1.913
images/005603.png,1.68
images/005604.png,1.691
images/005605.png,1.654
images/005606.png,1.542
images/005607.png,1.575
images/005608.png,1.462
images/005609.png,1.74
images/005610.png,1.745
images/005611.png,1.587
images/005612.png,1.72
images/005613.png,1.381
images/005614.png,1.504
images/005615.png,1.398
images/005616.png,1.647
images/005617.png,2.056
images/005618.png,3.5
images/005619.png,1.547
images/005620.png,1.821
images/005621.png,1.523
images/005622.png,1.631
images/005623.png,1.642
images/005624.png,1.506
images/005625.png,1.673
images/005626.png,1.601
images/005627.png,1.413
images/005628.png,1.125
images/005629.png,3.462
images/005630.png,2.905
images/005631.png,1.469
images/005632.png,1.868
images/005633.png,1.875
images/005634.png,2.0
images/005635.png,2.083
images/005636.png,3.5
images/005637.png,4.161
images/005638.png,2.852
images/005639.png,2.656
images/005640.png,2.734
images/005641.png,2.708
images/005642.png,3.5
images/005643.png,3.512
images/005644.png,1.924
images/005645.png,2.031
images/005646.png,2.189
images/005647.png,1.953
images/005648.png,3.067
images/005649.png,2.383
images/005650.png,2.258
images/005651.png,2.25
images/005652.png,2.423
images/005653.png,2.685
images/005654.png,2.554
images/005655.png,2.605
images/005656.png,3.685
images/005657.png,3.519
images/005658.png,2.852
images/005659.png,2.939
images/005660.png,3.5
images/005661.png,2.481
images/005662.png,2.345
images/005663.png,2.432
images/005664.png,2.272
images/005665.png,2.317
images/005666.png,2.575
images/005667.png,2.534
images/005668.png,2.678
images/005669.png,2.764
images/005670.png,3.215
images/005671.png,3.267
images/005672.png,3.119
images/005673.png,4.098
images/005674.png,5.00001
images/005675.png,4.467
images/005676.png,3.0
images/005677.png,4.019
images/005678.png,3.615
images/005679.png,4.643
images/005680.png,3.328
images/005681.png,3.038
images/005682.png,2.543
images/005683.png,2.25
images/005684.png,2.875
images/005685.png,3.964
images/005686.png,3.671
images/005687.png,3.941
images/005688.png,3.801
images/005689.png,3.61
images/005690.png,3.527
images/005691.png,2.542
images/005692.png,2.921
images/005693.png,2.712
images/005694.png,3.369
images/005695.png,2.962
images/005696.png,3.121
images/005697.png,3.444
images/005698.png,3.295
images/005699.png,2.719
images/005700.png,2.177
images/005701.png,3.012
images/005702.png,2.613
images/005703.png,2.092
images/005704.png,2.637
images/005705.png,3.266
images/005706.png,3.417
images/005707.png,2.68
images/005708.png,2.734
images/005709.png,2.0
images/005710.png,2.348
images/005711.png,2.639
images/005712.png,2.52
images/005713.png,2.67
images/005714.png,2.85
images/005715.png,3.179
images/005716.png,3.063
images/005717.png,3.099
images/005718.png,2.456
images/005719.png,2.413
images/005720.png,4.622
images/005721.png,4.22
images/005722.png,4.574
images/005723.png,4.466
images/005724.png,5.00001
images/005725.png,3.313
images/005726.png,4.0
images/005727.png,4.098
images/005728.png,5.00001
images/005729.png,3.667
images/005730.png,4.727
images/005731.png,4.205
images/005732.png,3.757
images/005733.png,4.461
images/005734.png,4.291
images/005735.png,2.571
images/005736.png,3.704
images/005737.png,3.743
images/005738.png,4.062
images/005739.png,3.804
images/005740.png,3.681
images/005741.png,3.729
images/005742.png,2.8
images/005743.png,3.186
images/005744.png,1.875
images/005745.png,2.063
images/005746.png,3.511
images/005747.png,3.547
images/005748.png,2.387
images/005749.png,3.212
images/005750.png,3.312
images/005751.png,3.74
images/005752.png,5.00001
images/005753.png,4.984
images/005754.png,4.468
images/005755.png,3.58
images/005756.png,3.235
images/005757.png,3.656
images/005758.png,2.563
images/005759.png,2.554
images/005760.png,2.926
images/005761.png,2.866
images/005762.png,2.419
images/005763.png,1.898
images/005764.png,2.083
images/005765.png,2.224
images/005766.png,1.625
images/005767.png,2.38
images/005768.png,2.436
images/005769.png,2.568
images/005770.png,2.555
images/005771.png,2.171
images/005772.png,2.202
images/005773.png,2.308
images/005774.png,2.537
images/005775.png,2.527
images/005776.png,2.574
images/005777.png,1.771
images/005778.png,1.786
images/005779.png,2.523
images/005780.png,2.475
images/005781.png,2.988
images/005782.png,2.841
images/005783.png,2.826
images/005784.png,2.096
images/005785.png,2.0
images/005786.png,2.098
images/005787.png,1.929
images/005788.png,2.281
images/005789.png,1.875
images/005790.png,1.938
images/005791.png,2.013
images/005792.png,2.195
images/005793.png,2.29
images/005794.png,2.583
images/005795.png,2.243
images/005796.png,2.54
images/005797.png,2.38
images/005798.png,2.577
images/005799.png,2.69
images/005800.png,2.023
images/005801.png,2.221
images/005802.png,1.969
images/005803.png,2.75
images/005804.png,1.875
images/005805.png,2.688
images/005806.png,2.481
images/005807.png,1.75
images/005808.png,2.107
images/005809.png,2.29
images/005810.png,2.181
images/005811.png,2.071
images/005812.png,2.188
images/005813.png,2.05
images/005814.png,2.219
images/005815.png,1.845
images/005816.png,2.175
images/005817.png,2.605
images/005818.png,2.438
images/005819.png,2.559
images/005820.png,1.813
images/005821.png,4.462
images/005822.png,4.029
images/005823.png,3.022
images/005824.png,3.204
images/005825.png,2.809
images/005826.png,3.261
images/005827.png,3.324
images/005828.png,2.879
images/005829.png,3.435
images/005830.png,3.496
images/005831.png,3.453
images/005832.png,3.289
images/005833.png,2.944
images/005834.png,2.89
images/005835.png,2.846
images/005836.png,2.629
images/005837.png,1.924
images/005838.png,2.318
images/005839.png,3.412
images/005840.png,3.521
images/005841.png,2.725
images/005842.png,3.617
images/005843.png,2.227
images/005844.png,2.065
images/005845.png,2.519
images/005846.png,2.0
images/005847.png,1.721
images/005848.png,1.813
images/005849.png,2.227
images/005850.png,1.188
images/005851.png,2.121
images/005852.png,2.5
images/005853.png,2.471
images/005854.png,2.451
images/005855.png,2.22
images/005856.png,2.26
images/005857.png,2.17
images/005858.png,2.231
images/005859.png,2.355
images/005860.png,2.313
images/005861.png,2.314
images/005862.png,2.199
images/005863.png,2.312
images/005864.png,2.269
images/005865.png,2.299
images/005866.png,2.091
images/005867.png,2.095
images/005868.png,2.247
images/005869.png,2.304
images/005870.png,2.32
images/005871.png,2.25
images/005872.png,2.16
images/005873.png,2.291
images/005874.png,2.269
images/005875.png,2.32
images/005876.png,2.325
images/005877.png,2.5
images/005878.png,2.938
images/005879.png,2.679
images/005880.png,2.518
images/005881.png,2.478
images/005882.png,2.47
images/005883.png,2.495
images/005884.png,2.545
images/005885.png,2.445
images/005886.png,2.479
images/005887.png,0.175
images/005888.png,3.318
images/005889.png,4.974
images/005890.png,4.5
images/005891.png,2.469
images/005892.png,2.588
images/005893.png,3.493
images/005894.png,3.667
images/005895.png,2.793
images/005896.png,2.346
images/005897.png,2.783
images/005898.png,2.05
images/005899.png,3.15
images/005900.png,2.183
images/005901.png,2.194
images/005902.png,1.46
images/005903.png,1.618
images/005904.png,1.535
images/005905.png,1.603
images/005906.png,1.646
images/005907.png,1.938
images/005908.png,1.555
images/005909.png,1.546
images/005910.png,1.67
images/005911.png,1.542
images/005912.png,1.229
images/005913.png,1.601
images/005914.png,1.542
images/005915.png,1.388
images/005916.png,1.625
images/005917.png,1.441
images/005918.png,1.517
images/005919.png,1.371
images/005920.png,1.498
images/005921.png,3.491
images/005922.png,2.938
images/005923.png,2.605
images/005924.png,3.587
images/005925.png,2.487
images/005926.png,2.117
images/005927.png,1.746
images/005928.png,1.617
images/005929.png,2.245
images/005930.png,2.156
images/005931.png,3.499
images/005932.png,4.515
images/005933.png,3.097
images/005934.png,1.98
images/005935.png,4.514
images/005936.png,1.568
images/005937.png,2.128
images/005938.png,1.842
images/005939.png,1.555
images/005940.png,1.667
images/005941.png,2.221
images/005942.png,3.555
images/005943.png,1.867
images/005944.png,1.855
images/005945.png,2.972
images/005946.png,2.75
images/005947.png,2.834
images/005948.png,2.695
images/005949.png,2.353
images/005950.png,2.092
images/005951.png,2.33
images/005952.png,1.921
images/005953.png,2.455
images/005954.png,2.095
images/005955.png,1.708
images/005956.png,1.945
images/005957.png,1.943
images/005958.png,2.094
images/005959.png,2.289
images/005960.png,2.03
images/005961.png,1.917
images/005962.png,1.876
images/005963.png,2.23
images/005964.png,3.489
images/005965.png,1.926
images/005966.png,1.504
images/005967.png,1.446
images/005968.png,2.311
images/005969.png,2.022
images/005970.png,1.772
images/005971.png,1.905
images/005972.png,2.757
images/005973.png,2.3
images/005974.png,1.805
images/005975.png,1.672
images/005976.png,1.809
images/005977.png,2.123
images/005978.png,2.147
images/005979.png,2.407
images/005980.png,1.36
images/005981.png,1.219
images/005982.png,1.568
images/005983.png,2.395
images/005984.png,2.618
images/005985.png,1.25
images/005986.png,2.125
images/005987.png,2.912
images/005988.png,1.818
images/005989.png,2.897
images/005990.png,2.26
images/005991.png,1.587
images/005992.png,1.542
images/005993.png,1.518
images/005994.png,1.525
images/005995.png,1.121
images/005996.png,1.178
images/005997.png,1.152
images/005998.png,1.364
images/005999.png,1.351
images/006000.png,1.391
images/006001.png,1.469
images/006002.png,1.392
images/006003.png,2.148
images/006004.png,1.24
images/006005.png,1.136
images/006006.png,1.273
images/006007.png,1.098
images/006008.png,1.272
images/006009.png,1.036
images/006010.png,0.926
images/006011.png,1.08
images/006012.png,1.135
images/006013.png,1.148
images/006014.png,1.163
images/006015.png,1.161
images/006016.png,1.287
images/006017.png,1.313
images/006018.png,1.259
images/006019.png,1.085
images/006020.png,1.173
images/006021.png,0.919
images/006022.png,0.98
images/006023.png,0.933
images/006024.png,1.162
images/006025.png,1.343
images/006026.png,1.357
images/006027.png,1.292
images/006028.png,1.401
images/006029.png,1.61
images/006030.png,1.462
images/006031.png,1.288
images/006032.png,1.342
images/006033.png,1.308
images/006034.png,1.35
images/006035.png,1.132
images/006036.png,1.178
images/006037.png,0.988
images/006038.png,1.226
images/006039.png,1.194
images/006040.png,1.181
images/006041.png,1.133
images/006042.png,0.943
images/006043.png,1.107
images/006044.png,1.109
images/006045.png,1.106
images/006046.png,1.297
images/006047.png,1.181
images/006048.png,1.164
images/006049.png,1.296
images/006050.png,1.233
images/006051.png,1.136
images/006052.png,1.158
images/006053.png,1.13
images/006054.png,2.279
images/006055.png,3.107
images/006056.png,2.476
images/006057.png,2.539
images/006058.png,2.129
images/006059.png,2.306
images/006060.png,2.821
images/006061.png,3.156
images/006062.png,2.538
images/006063.png,2.67
images/006064.png,2.212
images/006065.png,3.683
images/006066.png,3.397
images/006067.png,2.621
images/006068.png,2.644
images/006069.png,2.715
images/006070.png,4.025
images/006071.png,4.627
images/006072.png,3.862
images/006073.png,5.00001
images/006074.png,3.809
images/006075.png,2.672
images/006076.png,2.587
images/006077.png,1.899
images/006078.png,2.182
images/006079.png,2.639
images/006080.png,2.391
images/006081.png,1.917
images/006082.png,1.896
images/006083.png,2.166
images/006084.png,1.883
images/006085.png,2.2
images/006086.png,2.069
images/006087.png,1.86
images/006088.png,1.806
images/006089.png,1.969
images/006090.png,1.733
images/006091.png,1.807
images/006092.png,1.806
images/006093.png,1.838
images/006094.png,1.585
images/006095.png,1.78
images/006096.png,1.745
images/006097.png,1.996
images/006098.png,1.922
images/006099.png,1.827
images/006100.png,1.688
images/006101.png,1.653
images/006102.png,1.513
images/006103.png,1.57
images/006104.png,1.419
images/006105.png,1.413
images/006106.png,1.402
images/006107.png,1.401
images/006108.png,1.556
images/006109.png,1.643
images/006110.png,1.474
images/006111.png,1.176
images/006112.png,1.361
images/006113.png,1.398
images/006114.png,1.33
images/006115.png,1.241
images/006116.png,1.382
images/006117.png,1.514
images/006118.png,1.385
images/006119.png,1.326
images/006120.png,1.455
images/006121.png,1.495
images/006122.png,1.444
images/006123.png,1.344
images/006124.png,1.426
images/006125.png,1.53
images/006126.png,1.262
images/006127.png,1.534
images/006128.png,1.375
images/006129.png,1.41
images/006130.png,1.472
images/006131.png,1.394
images/006132.png,1.525
images/006133.png,1.458
images/006134.png,1.385
images/006135.png,1.459
images/006136.png,1.348
images/006137.png,1.424
images/006138.png,1.641
images/006139.png,1.584
images/006140.png,1.571
images/006141.png,1.625
images/006142.png,1.522
images/006143.png,1.597
images/006144.png,1.613
images/006145.png,1.605
images/006146.png,1.408
images/006147.png,1.416
images/006148.png,1.439
images/006149.png,1.601
images/006150.png,1.608
images/006151.png,1.31
images/006152.png,1.418
images/006153.png,1.434
images/006154.png,1.665
images/006155.png,1.541
images/006156.png,1.406
images/006157.png,1.518
images/006158.png,1.599
images/006159.png,1.731
images/006160.png,1.767
images/006161.png,1.954
images/006162.png,2.012
images/006163.png,1.877
images/006164.png,1.89
images/006165.png,1.765
images/006166.png,1.639
images/006167.png,1.613
images/006168.png,1.655
images/006169.png,1.542
images/006170.png,1.919
images/006171.png,1.852
images/006172.png,1.888
images/006173.png,1.871
images/006174.png,2.06
images/006175.png,1.97
images/006176.png,1.858
images/006177.png,2.171
images/006178.png,1.869
images/006179.png,1.896
images/006180.png,2.07
images/006181.png,1.994
images/006182.png,1.811
images/006183.png,1.854
images/006184.png,1.657
images/006185.png,1.505
images/006186.png,1.66
images/006187.png,1.667
images/006188.png,1.607
images/006189.png,1.804
images/006190.png,1.759
images/006191.png,1.686
images/006192.png,1.766
images/006193.png,2.208
images/006194.png,2.012
images/006195.png,1.813
images/006196.png,1.889
images/006197.png,1.767
images/006198.png,1.918
images/006199.png,1.878
images/006200.png,2.156
images/006201.png,2.074
images/006202.png,2.003
images/006203.png,2.044
images/006204.png,4.285
images/006205.png,4.912
images/006206.png,2.872
images/006207.png,2.747
images/006208.png,2.662
images/006209.png,1.886
images/006210.png,1.72
images/006211.png,2.188
images/006212.png,2.683
images/006213.png,2.494
images/006214.png,1.89
images/006215.png,2.042
images/006216.png,1.976
images/006217.png,1.917
images/006218.png,1.955
images/006219.png,2.183
images/006220.png,2.111
images/006221.png,2.249
images/006222.png,2.021
images/006223.png,1.875
images/006224.png,2.051
images/006225.png,1.907
images/006226.png,1.825
images/006227.png,2.028
images/006228.png,2.048
images/006229.png,2.102
images/006230.png,1.939
images/006231.png,2.073
images/006232.png,1.708
images/006233.png,1.952
images/006234.png,1.848
images/006235.png,1.917
images/006236.png,1.832
images/006237.png,1.673
images/006238.png,1.627
images/006239.png,1.668
images/006240.png,1.603
images/006241.png,1.555
images/006242.png,1.607
images/006243.png,1.569
images/006244.png,1.511
images/006245.png,1.576
images/006246.png,1.58
images/006247.png,1.614
images/006248.png,1.557
images/006249.png,1.598
images/006250.png,1.546
images/006251.png,1.633
images/006252.png,1.573
images/006253.png,1.504
images/006254.png,1.526
images/006255.png,1.558
images/006256.png,1.457
images/006257.png,1.631
images/006258.png,1.586
images/006259.png,1.565
images/006260.png,1.539
images/006261.png,1.483
images/006262.png,1.581
images/006263.png,1.469
images/006264.png,1.819
images/006265.png,1.635
images/006266.png,1.602
images/006267.png,1.63
images/006268.png,1.612
images/006269.png,1.545
images/006270.png,1.589
images/006271.png,1.508
images/006272.png,1.49
images/006273.png,1.518
images/006274.png,1.579
images/006275.png,1.576
images/006276.png,1.538
images/006277.png,1.629
images/006278.png,1.356
images/006279.png,1.441
images/006280.png,1.573
images/006281.png,1.624
images/006282.png,1.595
images/006283.png,1.631
images/006284.png,1.645
images/006285.png,1.81
images/006286.png,1.781
images/006287.png,2.783
images/006288.png,3.304
images/006289.png,1.688
images/006290.png,1.619
images/006291.png,1.782
images/006292.png,1.921
images/006293.png,1.541
images/006294.png,1.311
images/006295.png,1.414
images/006296.png,1.993
images/006297.png,2.262
images/006298.png,1.362
images/006299.png,1.272
images/006300.png,1.906
images/006301.png,1.333
images/006302.png,1.911
images/006303.png,1.719
images/006304.png,1.363
images/006305.png,1.875
images/006306.png,2.113
images/006307.png,2.097
images/006308.png,1.38
images/006309.png,1.683
images/006310.png,2.154
images/006311.png,2.261
images/006312.png,1.839
images/006313.png,1.932
images/006314.png,2.621
images/006315.png,3.825
images/006316.png,3.024
images/006317.png,1.529
images/006318.png,1.655
images/006319.png,1.79
images/006320.png,2.899
images/006321.png,3.249
images/006322.png,3.343
images/006323.png,3.335
images/006324.png,3.604
images/006325.png,1.763
images/006326.png,1.867
images/006327.png,1.838
images/006328.png,3.625
images/006329.png,3.304
images/006330.png,2.84
images/006331.png,2.699
images/006332.png,3.25
images/006333.png,3.322
images/006334.png,2.976
images/006335.png,3.111
images/006336.png,3.003
images/006337.png,3.022
images/006338.png,2.652
images/006339.png,1.845
images/006340.png,1.867
images/006341.png,2.132
images/006342.png,1.058
images/006343.png,1.125
images/006344.png,1.375
images/006345.png,1.075
images/006346.png,0.946
images/006347.png,1.125
images/006348.png,0.675
images/006349.png,2.201
images/006350.png,2.738
images/006351.png,2.194
images/006352.png,1.845
images/006353.png,1.375
images/006354.png,1.517
images/006355.png,1.639
images/006356.png,1.796
images/006357.png,1.503
images/006358.png,1.36
images/006359.png,1.517
images/006360.png,1.48
images/006361.png,1.445
images/006362.png,1.429
images/006363.png,1.305
images/006364.png,5.00001
images/006365.png,2.95
images/006366.png,3.118
images/006367.png,3.185
images/006368.png,3.65
images/006369.png,2.62
images/006370.png,2.706
images/006371.png,2.568
images/006372.png,2.655
images/006373.png,2.808
images/006374.png,5.00001
images/006375.png,5.00001
images/006376.png,4.868
images/006377.png,3.074
images/006378.png,4.104
images/006379.png,3.889
images/006380.png,2.657
images/006381.png,4.554
images/006382.png,3.507
images/006383.png,3.768
images/006384.png,2.786
images/006385.png,2.865
images/006386.png,3.625
images/006387.png,3.3
images/006388.png,4.847
images/006389.png,5.00001
images/006390.png,5.00001
images/006391.png,5.00001
images/006392.png,5.00001
images/006393.png,3.915
images/006394.png,4.373
images/006395.png,5.00001
images/006396.png,3.522
images/006397.png,2.762
images/006398.png,3.772
images/006399.png,5.00001
images/006400.png,2.183
images/006401.png,2.273
images/006402.png,2.528
